exp_id,rxn_smiles_with_solvent,solvent,precipitate
ac-15_al-11-ace_nc-1_am-17,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:26]:[#7:27]:[#6H:28]:[#6:29]2:[#6:34]:1:[#6H:33]:[#6H:32]:[#6H:31]:[#6H:30]:2.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:36]:[#6H:35]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#7H:20]:[#6:21](:[#6H:23]:[#6H:24]:1)=[#8:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#7H:20]:[#6:21](=[#8:22]):[#6H:23]:[#6H:24]:2)-[#6:25]2:[#6H:26]:[#7:27]:[#6H:28]:[#6:29]3:[#6H:30]:[#6H:31]:[#6H:32]:[#6H:33]:[#6:34]:2:3):[#6H:35]:[#6H:36]:1,FC(F)(CO)F,0
ac-16_al-11-ace_nc-1_am-17,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:26]:[#7:27]:[#6H:28]:[#6:29]2:[#6:34]:1:[#6H:33]:[#6H:32]:[#6H:31]:[#6H:30]:2.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:36]:[#6H:35]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#6H:20]:[#6H:21]:[#6:22](:[#7H:24]:1)=[#8:23]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#6H:20]:[#6H:21]:[#6:22](=[#8:23]):[#7H:24]:2)-[#6:25]2:[#6H:26]:[#7:27]:[#6H:28]:[#6:29]3:[#6H:30]:[#6H:31]:[#6H:32]:[#6H:33]:[#6:34]:2:3):[#6H:35]:[#6H:36]:1,FC(F)(CO)F,0
ac-17_al-11-ace_nc-1_am-17,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:28]:[#7:29]:[#6H:30]:[#6:31]2:[#6:36]:1:[#6H:35]:[#6H:34]:[#6H:33]:[#6H:32]:2.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:38]:[#6H:37]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#7:20]2:[#6:25](:[#7:26]:1):[#6H:24]:[#7:23]:[#6H:22]:[#6H:21]:2>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#7:20]3:[#6H:21]:[#6H:22]:[#7:23]:[#6H:24]:[#6:25]:3:[#7:26]:2)-[#6:27]2:[#6H:28]:[#7:29]:[#6H:30]:[#6:31]3:[#6H:32]:[#6H:33]:[#6H:34]:[#6H:35]:[#6:36]:2:3):[#6H:37]:[#6H:38]:1,FC(F)(CO)F,0
ac-18_al-11-ace_nc-1_am-17,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:26]:[#7:27]:[#6H:28]:[#6:29]2:[#6:34]:1:[#6H:33]:[#6H:32]:[#6H:31]:[#6H:30]:2.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:36]:[#6H:35]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#7:19]:[#6H:20]:[#6:21](:[#7:23]:[#6H:24]:1)-[#6H3:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#7:19]:[#6H:20]:[#6:21](-[#6H3:22]):[#7:23]:[#6H:24]:2)-[#6:25]2:[#6H:26]:[#7:27]:[#6H:28]:[#6:29]3:[#6H:30]:[#6H:31]:[#6H:32]:[#6H:33]:[#6:34]:2:3):[#6H:35]:[#6H:36]:1,FC(F)(CO)F,0
ac-9-ace_al-6_nc-1_am-8,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H](-[#6H3:11])-[#6H3:12].[#6H:13](=[#8])-[#6:21](-[#9:22])(-[#9:23])-[#9:24].[#6:7](=[#8:8])(-[#8H:15])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:26]:[#6H:25]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10](-[#6H3:11])-[#6H3:12])-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21](-[#9:22])(-[#9:23])-[#9:24]):[#6H:25]:[#6H:26]:1,FC(F)(CO)F,0
ac-9-ace_al-15_nc-1_am-8,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H](-[#6H3:11])-[#6H3:12].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:[#6:26]:1-[#8:27]-[#6:28](-[#9:29])(-[#9:30])-[#9:31].[#6:7](=[#8:8])(-[#8H:15])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:33]:[#6H:32]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10](-[#6H3:11])-[#6H3:12])-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:[#6:26]:2-[#8:27]-[#6:28](-[#9:29])(-[#9:30])-[#9:31]):[#6H:32]:[#6H:33]:1,FC(F)(CO)F,1
ac-9-ace_al-16_nc-1_am-8,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H](-[#6H3:11])-[#6H3:12].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#6H:27]:[#6H:28]:1)-[#6H2:25]-[#6H3:26].[#6:7](=[#8:8])(-[#8H:15])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:30]:[#6H:29]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10](-[#6H3:11])-[#6H3:12])-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6:24](-[#6H2:25]-[#6H3:26]):[#6H:27]:[#6H:28]:2):[#6H:29]:[#6H:30]:1,FC(F)(CO)F,1
ac-9-ace_al-17_nc-1_am-8,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H](-[#6H3:11])-[#6H3:12].[#6H:13](=[#8])-[#6H:21](-[#6H3:22])-[#6H2:23]-[#6H3:24].[#6:7](=[#8:8])(-[#8H:15])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:26]:[#6H:25]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10](-[#6H3:11])-[#6H3:12])-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6H:21](-[#6H3:22])-[#6H2:23]-[#6H3:24]):[#6H:25]:[#6H:26]:1,FC(F)(CO)F,0
ac-9-ace_al-18_nc-1_am-8,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H](-[#6H3:11])-[#6H3:12].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#6H:31]:[#6H:32]:1)-[#7:25]1-[#6H2:26]-[#6H2:27]-[#8:28]-[#6H2:29]-[#6H2:30]-1.[#6:7](=[#8:8])(-[#8H:15])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:34]:[#6H:33]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10](-[#6H3:11])-[#6H3:12])-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6:24](-[#7:25]3-[#6H2:26]-[#6H2:27]-[#8:28]-[#6H2:29]-[#6H2:30]-3):[#6H:31]:[#6H:32]:2):[#6H:33]:[#6H:34]:1,FC(F)(CO)F,0
ac-9-ace_al-20_nc-1_am-8,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H](-[#6H3:11])-[#6H3:12].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#7:26]:[#6H:27]:1)-[#6H3:25].[#6:7](=[#8:8])(-[#8H:15])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:29]:[#6H:28]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10](-[#6H3:11])-[#6H3:12])-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6:24](-[#6H3:25]):[#7:26]:[#6H:27]:2):[#6H:28]:[#6H:29]:1,FC(F)(CO)F,1
ac-13_al-6_nc-1_am-10-ace,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:13](=[#8])-[#6:21](-[#9:22])(-[#9:23])-[#9:24].[#6:5](=[#8:6])(-[#8H:15])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](:[#7:12]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](-[#6H3:11]):[#7:12]:1)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21](-[#9:22])(-[#9:23])-[#9:24],FC(F)(CO)F,0
ac-13_al-15_nc-1_am-10-ace,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:[#6:26]:1-[#8:27]-[#6:28](-[#9:29])(-[#9:30])-[#9:31].[#6:5](=[#8:6])(-[#8H:15])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](:[#7:12]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](-[#6H3:11]):[#7:12]:1)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]1:[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:[#6:26]:1-[#8:27]-[#6:28](-[#9:29])(-[#9:30])-[#9:31],FC(F)(CO)F,1
ac-13_al-16_nc-1_am-10-ace,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#6H:27]:[#6H:28]:1)-[#6H2:25]-[#6H3:26].[#6:5](=[#8:6])(-[#8H:15])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](:[#7:12]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](-[#6H3:11]):[#7:12]:1)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](-[#6H2:25]-[#6H3:26]):[#6H:27]:[#6H:28]:1,FC(F)(CO)F,1
ac-13_al-17_nc-1_am-10-ace,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:13](=[#8])-[#6H:21](-[#6H3:22])-[#6H2:23]-[#6H3:24].[#6:5](=[#8:6])(-[#8H:15])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](:[#7:12]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](-[#6H3:11]):[#7:12]:1)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6H:21](-[#6H3:22])-[#6H2:23]-[#6H3:24],FC(F)(CO)F,1
ac-13_al-18_nc-1_am-10-ace,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#6H:31]:[#6H:32]:1)-[#7:25]1-[#6H2:26]-[#6H2:27]-[#8:28]-[#6H2:29]-[#6H2:30]-1.[#6:5](=[#8:6])(-[#8H:15])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](:[#7:12]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](-[#6H3:11]):[#7:12]:1)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](-[#7:25]2-[#6H2:26]-[#6H2:27]-[#8:28]-[#6H2:29]-[#6H2:30]-2):[#6H:31]:[#6H:32]:1,FC(F)(CO)F,1
ac-13_al-20_nc-1_am-10-ace,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#7:26]:[#6H:27]:1)-[#6H3:25].[#6:5](=[#8:6])(-[#8H:15])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](:[#7:12]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#8:9]:[#6:10](-[#6H3:11]):[#7:12]:1)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](-[#6H3:25]):[#7:26]:[#6H:27]:1,FC(F)(CO)F,1
ac-9-ace_al-6_nc-1_am-13,[#6-:22]#[#7+:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28].[#7H2]-[#6]1:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](:[#6H:20]:1)-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19].[#6H:21](=[#8])-[#6:29](-[#9:30])(-[#9:31])-[#9:32].[#6:7](=[#8:8])(-[#8H:23])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:34]:[#6H:33]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19]):[#6H:20]:2)-[#6H:21](-[#6:22](=[#8:23])-[#7H:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28])-[#6:29](-[#9:30])(-[#9:31])-[#9:32]):[#6H:33]:[#6H:34]:1,FC(F)(CO)F,0
ac-9-ace_al-15_nc-1_am-13,[#6-:22]#[#7+:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28].[#7H2]-[#6]1:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](:[#6H:20]:1)-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19].[#6H:21](=[#8])-[#6:29]1:[#6H:30]:[#6H:31]:[#6H:32]:[#6H:33]:[#6:34]:1-[#8:35]-[#6:36](-[#9:37])(-[#9:38])-[#9:39].[#6:7](=[#8:8])(-[#8H:23])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:41]:[#6H:40]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19]):[#6H:20]:2)-[#6H:21](-[#6:22](=[#8:23])-[#7H:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28])-[#6:29]2:[#6H:30]:[#6H:31]:[#6H:32]:[#6H:33]:[#6:34]:2-[#8:35]-[#6:36](-[#9:37])(-[#9:38])-[#9:39]):[#6H:40]:[#6H:41]:1,FC(F)(CO)F,0
ac-9-ace_al-16_nc-1_am-13,[#6-:22]#[#7+:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28].[#7H2]-[#6]1:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](:[#6H:20]:1)-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19].[#6H:21](=[#8])-[#6:29]1:[#6H:30]:[#6H:31]:[#6:32](:[#6H:35]:[#6H:36]:1)-[#6H2:33]-[#6H3:34].[#6:7](=[#8:8])(-[#8H:23])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:38]:[#6H:37]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19]):[#6H:20]:2)-[#6H:21](-[#6:22](=[#8:23])-[#7H:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28])-[#6:29]2:[#6H:30]:[#6H:31]:[#6:32](-[#6H2:33]-[#6H3:34]):[#6H:35]:[#6H:36]:2):[#6H:37]:[#6H:38]:1,FC(F)(CO)F,0
ac-9-ace_al-17_nc-1_am-13,[#6-:22]#[#7+:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28].[#7H2]-[#6]1:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](:[#6H:20]:1)-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19].[#6H:21](=[#8])-[#6H:29](-[#6H3:30])-[#6H2:31]-[#6H3:32].[#6:7](=[#8:8])(-[#8H:23])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:34]:[#6H:33]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19]):[#6H:20]:2)-[#6H:21](-[#6:22](=[#8:23])-[#7H:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28])-[#6H:29](-[#6H3:30])-[#6H2:31]-[#6H3:32]):[#6H:33]:[#6H:34]:1,FC(F)(CO)F,1
ac-9-ace_al-18_nc-1_am-13,[#6-:22]#[#7+:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28].[#7H2]-[#6]1:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](:[#6H:20]:1)-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19].[#6H:21](=[#8])-[#6:29]1:[#6H:30]:[#6H:31]:[#6:32](:[#6H:39]:[#6H:40]:1)-[#7:33]1-[#6H2:34]-[#6H2:35]-[#8:36]-[#6H2:37]-[#6H2:38]-1.[#6:7](=[#8:8])(-[#8H:23])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:42]:[#6H:41]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19]):[#6H:20]:2)-[#6H:21](-[#6:22](=[#8:23])-[#7H:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28])-[#6:29]2:[#6H:30]:[#6H:31]:[#6:32](-[#7:33]3-[#6H2:34]-[#6H2:35]-[#8:36]-[#6H2:37]-[#6H2:38]-3):[#6H:39]:[#6H:40]:2):[#6H:41]:[#6H:42]:1,FC(F)(CO)F,1
ac-9-ace_al-20_nc-1_am-13,[#6-:22]#[#7+:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28].[#7H2]-[#6]1:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](:[#6H:20]:1)-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19].[#6H:21](=[#8])-[#6:29]1:[#6H:30]:[#6H:31]:[#6:32](:[#7:34]:[#6H:35]:1)-[#6H3:33].[#6:7](=[#8:8])(-[#8H:23])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:37]:[#6H:36]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#6H:12]:[#6H:13]:[#6:14](-[#8:15]-[#6:16](-[#9:17])(-[#9:18])-[#9:19]):[#6H:20]:2)-[#6H:21](-[#6:22](=[#8:23])-[#7H:24]-[#6:25](-[#6H3:26])(-[#6H3:27])-[#6H3:28])-[#6:29]2:[#6H:30]:[#6H:31]:[#6:32](-[#6H3:33]):[#7:34]:[#6H:35]:2):[#6H:36]:[#6H:37]:1,FC(F)(CO)F,1
ac-15_al-6_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22](-[#9:23])(-[#9:24])-[#9:25].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](:[#6H:12]:[#6H:13]:1)=[#8:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](=[#8:11]):[#6H:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22](-[#9:23])(-[#9:24])-[#9:25],FC(F)(CO)F,0
ac-15_al-15_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6H:25]:[#6H:26]:[#6:27]:1-[#8:28]-[#6:29](-[#9:30])(-[#9:31])-[#9:32].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](:[#6H:12]:[#6H:13]:1)=[#8:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](=[#8:11]):[#6H:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]1:[#6H:23]:[#6H:24]:[#6H:25]:[#6H:26]:[#6:27]:1-[#8:28]-[#6:29](-[#9:30])(-[#9:31])-[#9:32],FC(F)(CO)F,1
ac-15_al-16_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](:[#6H:28]:[#6H:29]:1)-[#6H2:26]-[#6H3:27].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](:[#6H:12]:[#6H:13]:1)=[#8:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](=[#8:11]):[#6H:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](-[#6H2:26]-[#6H3:27]):[#6H:28]:[#6H:29]:1,FC(F)(CO)F,1
