idx,smiles,count
bide-uc-257,O=Cc1cc(Cl)cc(Cl)c1O,1
bide-uc-633,O=Cc1ccc2ccccc2c1,1
bide-uc-3446,CS(=O)(=O)c1ccccc1C=O,1
bide-uc-2871,O=Cc1cc(Cl)c(O)c(Br)c1,1
bide-uc-2761,O=Cc1cc(O)cc(Cl)c1,1
bide-uc-2360,O=Cc1cccc(CBr)c1,1
bide-uc-4367,C[n+]1ccc(C=O)cc1,1
bide-uc-523,O=Cc1ccc(O)c(Br)c1,1
bide-uc-3379,CS(=O)(=O)c1cccc(C=O)c1,1
bide-uc-5026,O=Cc1ccc2c(c1)OCC2,1
bide-uc-1888,O=Cc1ccc(CBr)cc1,1
bide-uc-821,O=Cc1ccc(OC(F)(F)F)cc1,1
bide-uc-4773,O=Cc1ccc(Br)[nH]1,1
bide-uc-2157,O=Cc1cc(Cl)c(O)c(Cl)c1,1
bide-uc-3421,CN(C)c1ccc(C=O)cc1Br,1
bide-uc-1762,Cc1cc(C=O)ccc1O,1
bide-uc-2059,O=Cc1ccc(CCl)cc1,1
bide-uc-3681,COc1cc(C=O)cc2c1OCCO2,1
bide-uc-3672,COc1cc(Br)c(O)c(C=O)c1,1
bide-uc-2170,COc1cc2ccccc2cc1C=O,1
bide-uc-4707,C#Cc1cc(F)ccc1C=O,1
bide-uc-4756,O=Cc1ccc(C2CC2)cc1,1
bide-uc-3996,COc1cc(O)c(C=O)cc1Br,1
bide-uc-4034,COc1cc(O)cc(C=O)c1,1
bide-uc-4320,O=Cc1ccc2c(c1)CCC2,1
bide-uc-2511,O=Cc1ccc(Cl)c(O)c1,1
bide-uc-438,COc1ccc2ccccc2c1C=O,1
bide-uc-3118,O=Cc1c[nH]c2cccc(F)c12,1
bide-uc-3482,O=Cc1occc1Br,1
bide-uc-4557,CCc1ccc(C=O)c(O)c1,1
bide-uc-5073,O=Cc1ccc(F)c(N2CCCC2)c1,1
bide-uc-3736,CN(C)c1ccc(C=O)c2ccccc12,1
bide-uc-4412,Cn1nc(C(F)(F)F)c(C=O)c1O,1
bide-uc-3012,CSc1ccccc1C=O,1
bide-uc-60,CS(=O)(=O)c1ccc(C=O)cc1,1
bide-uc-2941,O=Cc1cccc2c1OCCO2,1
bide-uc-3474,Cc1cc(C=O)cc(C)c1Br,1
bide-uc-1924,O=Cc1c[nH]c2ccc(F)cc12,1
bide-uc-4045,Cc1ccc(C=O)c2ccccc12,1
bide-uc-4893,O=Cc1ccc(N2CCOCC2)cc1F,1
bide-uc-512,O=Cc1ccccc1OC(F)(F)F,1
